company,stage,country,sector,funding_amount,investors_count,founded_year,status,last_funding_date
RoboteX,,USA,hardware,24574239.0,,2007.0,operating,2013-03-22
nPario,Series A,USA,analytics,5300000.0,1.0,2010.0,operating,2011-05-06
Hatsize,Series A,CAN,software,5000000.0,2.0,2000.0,operating,2010-11-30
Exponential Entertainment,Series A,USA,games_video,1464200.0,,2007.0,operating,2010-01-13
Inkling Systems,Series C,USA,mobile,40020001.0,11.0,2009.0,operating,2013-07-17
Fresco Logic,Series A,USA,hardware,17500000.0,,2008.0,operating,2011-01-26
Sanrad,Series C,USA,network_hosting,13000000.0,3.0,,operating,2010-01-22
Overture Technologies,Series C,USA,software,6000000.0,3.0,2000.0,operating,2008-12-18
Neomend,Series C,USA,biotech,50000000.0,5.0,1999.0,acquired,2011-08-03
Ciris Energy,Series C,USA,cleantech,48900000.0,5.0,2007.0,operating,2013-07-26
Adocia,Series B,FRA,biotech,37079200.0,5.0,2005.0,operating,2010-01-27
Group Phoebe Ingenica,Series A,FRA,other,8443200.0,2.0,,operating,2010-01-27
Smith Electric Vehicles,Series B,USA,manufacturing,25000000.0,,2009.0,operating,2010-01-27
ChaCha,Series A,USA,advertising,89000000.0,7.0,2005.0,operating,2013-01-28
RichRelevance,Series C,USA,ecommerce,57800000.0,9.0,2006.0,operating,2012-08-14
Someecards,Angel,USA,web,350000.0,2.0,2007.0,operating,2008-04-01
SecureAlert,Series C,USA,mobile,21823204.0,,,closed,2010-01-28
BandPage,Series B,USA,music,18300000.0,6.0,2009.0,operating,2011-08-31
Microvisk Technologies,Series C,GBR,medical,16607782.0,7.0,,operating,2011-01-26
Sciences-U,Series A,FRA,education,2110800.0,,,operating,2010-01-27
HeadMix,Series A,USA,software,660000.0,,2007.0,closed,2009-11-04
PhoneAndPhone,Series A,,ecommerce,15901360.0,2.0,,operating,2010-01-27
Allinea Software,Series A,GBR,software,643000.0,2.0,2009.0,operating,2009-10-07
Citydeal.de,Series A,DEU,web,5628800.0,3.0,,acquired,2010-01-27
CLK Design Automation,Series A,USA,software,5610000.0,2.0,2004.0,operating,2009-10-02
Privalia,Series A,ESP,ecommerce,250842500.0,5.0,2006.0,operating,2013-05-14
Private Outlet,Series A,FRA,fashion,6428800.0,1.0,2007.0,operating,2010-09-21
Apisphere,Series A,USA,advertising,4580000.0,,,closed,2010-01-29
WebStudiyo Productions,Angel,USA,software,1000000.0,,2007.0,operating,2007-01-01
Greenko Group,Series A,IND,cleantech,116983287.0,,,operating,2010-01-28
mySupermarket,Series C,USA,web,32800000.0,4.0,2006.0,operating,2012-04-19
Flock,Series C,USA,web,28300000.0,4.0,2005.0,acquired,2008-05-21
HookLogic,Series B,USA,advertising,23500000.0,4.0,2004.0,operating,2013-09-09
Cohuman,Angel,USA,enterprise,1400000.0,3.0,2009.0,acquired,2011-01-01
Salient Pharmaceuticals,Series A,USA,biotech,2000000.0,1.0,2007.0,operating,2010-01-29
Acrisure,Series A,USA,finance,20000000.0,1.0,2006.0,operating,2010-01-29
Plastiques Wolinak,Series A,CAN,other,200000.0,,,closed,2010-01-29
Georgina Goodman,Series A,GBR,fashion,6446714.0,1.0,,operating,2010-01-29
Entourage Medical Technologies,Series A,USA,biotech,4751000.0,2.0,,operating,2013-02-08
Book of Odds,,USA,web,2000000.0,,2006.0,operating,2010-01-29
BG Medicine,,USA,medical,94129290.0,1.0,2000.0,operating,2012-03-01
M.Setek,Series A,JPN,semiconductor,540000000.0,1.0,1978.0,operating,2010-01-29
Rapid Diagnostek,,USA,biotech,9485000.0,1.0,1986.0,operating,2013-08-01
Ai2 UK,Series A,GBR,biotech,3108470.0,,2005.0,operating,2012-01-06
Intuitive Automata,Series A,HKG,hardware,659706.0,,2007.0,operating,2011-05-05
Eurus Energy Holdings,Series A,JPN,cleantech,266400000.0,2.0,2001.0,operating,2010-01-29
Manjrasoft,Series A,AUS,enterprise,529000.0,1.0,2008.0,operating,2009-12-21
Walsh Wireless Solutions,Series A,USA,mobile,520000.0,,2002.0,operating,2009-11-02
CAVI Video Shopping,Angel,DEU,ecommerce,637850.0,1.0,2008.0,operating,2008-11-01
Netview Technologies,Series A,,software,500000.0,,2000.0,operating,2009-11-05
Encore Interactive,Series A,CAN,network_hosting,500000.0,1.0,2007.0,operating,2009-12-09
VoxPop Network Corporation,Series B,USA,games_video,3500000.0,4.0,2006.0,acquired,2009-05-01
Avalara,Series A,USA,software,80228360.0,1.0,2004.0,operating,2013-11-25
Centripetal Software,Angel,USA,enterprise,25000.0,,2009.0,closed,2009-09-01
Clearway Technology Partners,Series A,USA,software,730000.0,,,closed,2010-01-29
BlueView Technologies,Series A,USA,cleantech,215931.0,,,operating,2010-01-28
Exegy,,USA,hardware,16787546.0,1.0,2003.0,operating,2013-02-11
Yowza,Series A,USA,mobile,1500000.0,1.0,2008.0,operating,2012-01-30
Valmarc,Series A,USA,hardware,400000.0,,2008.0,operating,2009-11-03
AutoRealty,Series A,USA,software,300000.0,,1991.0,operating,2009-12-11
Zuujit,Series A,USA,ecommerce,2700000.0,,2010.0,operating,2010-04-30
Medsign International,Series A,USA,health,2500000.0,,2009.0,operating,2009-11-10
Cityzenith,Series C,USA,software,214000.0,2.0,2000.0,operating,2011-03-30
Cooptions Technologies,Series B,IND,software,10000000.0,2.0,1999.0,closed,2009-11-23
Intelligize,Series A,USA,analytics,3590727.0,,2007.0,operating,2011-05-20
LiquidHub,Series A,USA,consulting,22000000.0,3.0,2000.0,operating,2010-01-12
Merus,Series B,NLD,biotech,70190820.0,6.0,2003.0,operating,2013-10-03
INTTRA,Series A,USA,enterprise,30000000.0,1.0,2000.0,operating,2010-02-01
TrustedPlaces,Angel,GBR,advertising,1000000.0,1.0,2006.0,acquired,2007-02-26
W4,Series A,USA,advertising,10000000.0,,,operating,2011-06-20
Tora Trading Services,Series A,JPN,finance,36400000.0,,,operating,2010-01-29
Edgar Online,Series A,USA,finance,14000000.0,2.0,1995.0,ipo,2010-06-23
Nintex,Series B,USA,software,135000000.0,2.0,2005.0,operating,2013-03-27
Scion Global,Series A,MYS,cleantech,187000.0,1.0,,operating,2009-10-15
Cyren Call Communications,Series A,USA,consulting,170000.0,,2006.0,closed,2009-10-26
Imina Technologies,Series A,CHE,hardware,130000.0,1.0,,operating,2009-12-01
Capillary Technologies,Series A,SGP,enterprise,15600000.0,3.0,2008.0,operating,2012-09-25
Arizona Security,Series A,USA,hardware,100000.0,,2009.0,closed,2009-11-13
Psonar,Angel,GBR,music,607456.0,,2008.0,operating,2011-12-01
NextNine,Series C,USA,software,15000000.0,8.0,1998.0,operating,2006-09-27
Oblong Industries,Series B,USA,hardware,8800000.0,4.0,2006.0,operating,2011-07-01
Addashop,Series A,,,3000000.0,2.0,,operating,1999-01-01
Subtextual,Angel,USA,messaging,500000.0,,2009.0,closed,2009-11-01
Solum,Series B,USA,software,23549993.0,3.0,2009.0,operating,2012-06-27
Onit,Series B,USA,software,5257000.0,2.0,2011.0,operating,2012-01-17
Shared Performance,Series A,USA,enterprise,416250.0,,2008.0,operating,2013-05-01
MobileMD,Series A,USA,health,4700000.0,1.0,2005.0,acquired,2010-01-31
PlaySay,Angel,USA,education,820000.0,3.0,2008.0,acquired,2011-01-24
Rocky Mountain Ventures,Series A,USA,hardware,60000.0,,2009.0,closed,2009-11-06
InVisM,Series A,USA,games_video,37500.0,,2006.0,closed,2010-04-22
Small World Labs,Series A,USA,network_hosting,1000000.0,1.0,2005.0,operating,2008-03-19
Advanced Numicro Systems,Series A,USA,hardware,10000.0,,2002.0,operating,2009-10-01
Pinyon Technologies,Series A,USA,mobile,500000.0,,,operating,2010-05-05
Glamour Sales Holding,Series A,JPN,ecommerce,13000000.0,2.0,2009.0,operating,2010-01-30
Runic Games,Series A,,games_video,8400000.0,1.0,2008.0,operating,2010-05-18
Touch Bionics,Series A,GBR,biotech,5172900.0,2.0,,operating,2011-10-08
DBVu,Angel,,analytics,121858.0,,2010.0,operating,2010-01-28
SplitGigs,Angel,ITA,social,129320.0,1.0,2009.0,operating,2013-03-18
Bloomspot,Series B,USA,ecommerce,51050000.0,11.0,,acquired,2011-08-01
AlmondNet,Series A,USA,advertising,5407657.0,,1998.0,operating,2012-10-02
Emergent Discovery,,USA,software,682249.0,,2004.0,operating,2011-08-29
CyPhy Works,Series A,USA,manufacturing,9950002.0,3.0,2008.0,operating,2013-11-05
Pie Digital,,USA,enterprise,44076094.0,3.0,2007.0,operating,2013-10-11
Oculis Labs,Series A,USA,security,1414665.0,,2007.0,operating,2010-02-02
Promethera Biosciences,Series B,BEL,biotech,38775320.0,6.0,,operating,2012-03-28
Zyngenia,Series A,USA,biotech,25000000.0,1.0,2008.0,operating,2010-09-09
CEVEC Pharmaceuticals,Series A,DEU,biotech,14028000.0,3.0,2001.0,operating,2011-07-25
PDC Biotech,Series A,AUT,biotech,5500000.0,2.0,,operating,2010-02-01
Restaurant.com,Series D+,USA,,8000000.0,,1999.0,operating,2012-06-05
Storm Media Innovations Inc,Angel,CAN,ecommerce,100000.0,1.0,2000.0,closed,2009-09-01
Gradient Resources Inc.,Series A,USA,analytics,108000000.0,1.0,1991.0,operating,2010-02-02
Coaxis,Series A,USA,software,86000000.0,2.0,2004.0,operating,2012-07-25
Giggle,Series A,USA,other,30566474.0,,,operating,2012-10-11
eoSemi,Series A,GBR,semiconductor,4490000.0,4.0,,operating,2010-06-25
Labmeeting,Angel,USA,web,500000.0,2.0,2007.0,closed,2008-05-01
Shopflick,Series A,USA,ecommerce,8000000.0,3.0,2007.0,acquired,2008-07-01
Open-Plug,Series B,FRA,mobile,15000000.0,6.0,2002.0,acquired,2006-10-03
Trovit,Series A,ESP,ecommerce,870960.0,1.0,2006.0,operating,2007-12-27
Lavante,Series D+,USA,enterprise,11819092.0,3.0,2001.0,operating,2012-08-15
Hooked Media Group,Series A,USA,games_video,4500000.0,2.0,2008.0,operating,2009-05-01
Spazzles,Series A,USA,fashion,175000.0,1.0,2008.0,operating,2010-01-15
PhotoShelter,Series A,USA,web,4200000.0,1.0,2005.0,operating,2007-04-14
MogoTix,Angel,USA,mobile,115000.0,4.0,2009.0,closed,2010-08-02
Lekiosque.fr,Series B,FRA,news,1400000.0,2.0,,operating,2011-05-30
PayNearMe,Series A,USA,ecommerce,36500000.0,8.0,2009.0,operating,2013-04-01
Brightstar,Series A,USA,public_relations,283000000.0,1.0,1997.0,operating,2007-07-09
The Codemasters Software Company,Series A,GBR,games_video,98470000.0,1.0,1986.0,operating,2007-06-14
Open Box Technologies,Series A,USA,software,2450000.0,,2005.0,operating,2006-06-01
LensVector,Series A,USA,hardware,33500000.0,7.0,2006.0,operating,2012-10-25
Piazza,Series A,USA,education,7500000.0,5.0,2009.0,operating,2012-01-06
Small Demons,,USA,web,5566669.0,11.0,2009.0,operating,2012-07-16
Eden Park Illumination,Series B,USA,other,10484050.0,,2007.0,operating,2013-06-27
Gioia Systems,Series A,USA,games_video,2915018.0,,2005.0,operating,2010-02-03
Identification International,Series A,USA,security,1295000.0,,,operating,2010-02-02
NetTalon,Series A,USA,security,446000.0,,,operating,2010-02-03
Eden Rock Communications,Series A,USA,mobile,700000.0,,2007.0,operating,2012-12-06
Grabbit,,USA,web,195000.0,,2009.0,operating,2011-08-30
Tagent,Series C,USA,semiconductor,2536952.0,,,operating,2010-02-03
Spotcast Communications,Series A,USA,mobile,7500000.0,2.0,1998.0,acquired,2000-04-02
Taggstr,Angel,USA,messaging,50000.0,1.0,2009.0,closed,2010-04-07
Shoutitout,Series A,USA,web,3900000.0,,2009.0,closed,2011-05-14
PGP Corporation,Series A,USA,software,51050012.0,5.0,1996.0,acquired,2010-02-10
Avalanche Technology,Series C,USA,semiconductor,54330000.0,8.0,2006.0,operating,2013-03-08
Connect Financial Software Solutions,,USA,software,1900000.0,,2007.0,operating,2013-01-11
Tap 'n Tap,Series A,USA,hardware,1600000.0,1.0,2008.0,operating,2010-04-12
MyOutdoorTV.com,Series A,USA,sports,1000000.0,,2007.0,operating,2010-02-05
DFMSim,Series A,USA,semiconductor,6004170.0,1.0,2005.0,operating,2013-04-01
RunAlong,,SWE,web,130295.0,,2008.0,closed,2008-12-17
Infogile Technologies,Angel,IND,enterprise,20000.0,,2007.0,operating,2007-05-04
Cloud.com,Series B,USA,enterprise,11000000.0,3.0,2008.0,acquired,2010-01-01
StorSimple,Series C,USA,enterprise,31500000.0,4.0,2009.0,acquired,2011-06-23
Dune Networks,Series A,USA,public_relations,2000000.0,1.0,2000.0,operating,2005-08-12
Siano Mobile Silicon,Series A,ISR,hardware,106000000.0,8.0,2004.0,operating,2011-05-24
Telligent Systems,,USA,software,29475000.0,1.0,2004.0,operating,2013-07-25
Automated Trading Desk,Series A,USA,software,60000000.0,1.0,1988.0,operating,2007-01-06
IBS Software Services (P),Series A,IND,software,60000000.0,1.0,1997.0,acquired,2007-07-26
Novarra,Series A,USA,mobile,50000000.0,4.0,1999.0,acquired,2007-07-31
tawkon,Angel,ISR,messaging,2000000.0,3.0,2009.0,operating,2012-05-01
Dialogic,Series A,USA,software,43019869.0,,,operating,2013-02-15
Dextrys,Series A,USA,consulting,48000000.0,1.0,1987.0,operating,2007-08-07
agÃ¡mi Systems,Series C,USA,hardware,50000000.0,8.0,2003.0,operating,2007-11-21
iSoftStone Holdings,Series B,CHN,consulting,45000000.0,5.0,2001.0,ipo,2007-03-16
COADE,Series A,USA,software,42000000.0,1.0,1984.0,acquired,2007-08-06
Azul Systems,Series A,USA,enterprise,82230000.0,7.0,2002.0,operating,2007-09-13
Verysell Group,Series A,RUS,consulting,40000000.0,2.0,1990.0,operating,2007-03-14
Cashier Live,Angel,USA,software,200000.0,,2009.0,operating,2009-01-01
Sensible Medical Innovations,Series A,ISR,biotech,20000000.0,1.0,2007.0,operating,2013-11-11
Koding,Series B,USA,enterprise,11530159.0,4.0,2011.0,operating,2012-12-20
Zettaset,Series A,USA,enterprise,26333003.0,5.0,2007.0,operating,2013-04-01
Backupify,Series C,USA,enterprise,19525000.0,13.0,2008.0,operating,2012-07-11
3Play Media,Series A,USA,software,961601.0,,2007.0,operating,2011-06-21
IP Street,,USA,analytics,6604352.0,,2008.0,operating,2013-11-27
Nyce Technology,Series A,CAN,network_hosting,1330194.0,,,operating,2010-02-08
vzaar,Series A,GBR,web,3000000.0,3.0,2007.0,operating,2010-09-01
DirectLaw,Angel,USA,legal,300000.0,1.0,2008.0,operating,2008-08-01
Simple,Series C,USA,enterprise,15290000.0,10.0,2009.0,operating,2013-06-11
VMIX Media,Series C,USA,enterprise,26000000.0,4.0,2005.0,operating,2010-09-09
SensorDynamics,Series B,AUT,semiconductor,36760000.0,6.0,2002.0,acquired,2007-12-12
Skyonic,,USA,cleantech,131000000.0,10.0,2005.0,operating,2013-06-25
Secret Sales,Series A,GBR,fashion,9954128.0,4.0,2007.0,operating,2012-02-13
Dragonfruit Studios,Series A,USA,games_video,1000000.0,1.0,,operating,2010-01-08
ArrayComm,Series A,USA,software,30000000.0,2.0,1992.0,operating,2007-09-24
mediaFORGE,Series A,USA,advertising,1500000.0,2.0,2005.0,acquired,2006-07-01
Stroz Friedberg,Series A,USA,consulting,30000000.0,1.0,2000.0,operating,2007-01-09
Company.com,Series A,USA,social,5665000.0,3.0,2010.0,operating,2010-07-30
Pursway,Series B,ISR,analytics,13200000.0,2.0,2005.0,operating,2013-10-03
Metastorm,Series C,USA,software,30000000.0,4.0,1996.0,acquired,2007-08-21
Harmony Information Systems,,USA,software,39500000.0,5.0,1998.0,operating,2011-12-15
AeroFarms,Angel,USA,cleantech,500000.0,2.0,2004.0,operating,2010-02-08
DiBcom,Series C,FRA,semiconductor,57358050.0,10.0,2000.0,acquired,2007-07-04
3FLOZ,Angel,USA,other,750000.0,,2009.0,operating,2013-08-16
liveMag.ro,Angel,ROM,ecommerce,233100.0,1.0,2009.0,closed,2008-05-01
TutorialTab,Angel,,education,12000.0,1.0,2010.0,closed,2010-03-02
Neterion,Series C,USA,public_relations,6480000.0,3.0,2001.0,acquired,2006-02-24
Phytel,Series A,USA,software,22498160.0,1.0,1996.0,operating,2013-08-20
CCTV Wireless,Series A,USA,public_relations,66220000.0,4.0,2006.0,operating,2007-04-23
Avectra,Series A,USA,software,26500000.0,2.0,1994.0,operating,2007-10-25
BATS Global Markets,Series A,USA,,45000000.0,3.0,2005.0,operating,2013-08-14
Internet REIT,Series B,,,58000000.0,2.0,,closed,2007-03-06
INVIDI Technologies,Series C,USA,software,117250000.0,9.0,2000.0,operating,2011-04-14
Tango Networks,Series A,USA,public_relations,31316593.0,5.0,2005.0,operating,2012-04-17
W5 Networks,Series A,USA,network_hosting,10000000.0,2.0,2005.0,operating,2005-10-24
Propel Fuels,,USA,cleantech,42187000.0,7.0,2004.0,operating,2010-03-15
Ze-gen,Series A,USA,cleantech,17600000.0,,2004.0,operating,2010-02-10
Moodlerooms,Series A,USA,education,3441238.0,,2005.0,acquired,2011-06-07
Smartvue,Series A,USA,enterprise,250000.0,,1996.0,operating,2010-02-09
Entech Solar,Series A,USA,cleantech,6950000.0,1.0,1984.0,operating,2010-08-03
Coopers Sports Picks,Angel,USA,sports,90000.0,,2009.0,operating,2010-10-27
Emotion Media,Angel,USA,software,750000.0,,2005.0,operating,2008-04-01
iFollo,Series A,,news,1000000.0,,,operating,2010-02-09
Reef Point Systems,Series B,USA,security,52000000.0,5.0,1998.0,closed,2007-03-23
Comcast,,USA,games_video,725000000.0,,1963.0,ipo,2013-05-08
Infrasoft Technologies,Series A,IND,software,24800000.0,1.0,1994.0,operating,2007-07-11
Reunion.com,Series A,USA,,25000000.0,1.0,2002.0,operating,2007-04-16
ShanghaiMed Healthcare,Series C,CHN,biotech,27000000.0,5.0,,operating,2007-12-06
Aptara,Series A,USA,consulting,23000000.0,1.0,1988.0,operating,2007-09-19
WiQuest Communications,Series C,USA,semiconductor,46000000.0,6.0,2003.0,operating,2007-06-11
IPP of America,Series A,USA,ecommerce,24300000.0,2.0,1993.0,operating,2010-06-29
ScheduleThing,Angel,,other,250000.0,1.0,2009.0,operating,2008-07-01
AboutOne,Series A,USA,web,3694003.0,1.0,2010.0,operating,2013-10-09
Logicalware,Angel,GBR,software,546467.0,2.0,2002.0,operating,2005-06-23
BroadLogic Network Technologies,Series B,USA,semiconductor,17000000.0,4.0,1998.0,operating,2007-06-18
G5,Series A,USA,software,15000000.0,1.0,2005.0,operating,2010-08-10
Geos Communications,Series A,USA,mobile,2500000.0,,,ipo,2010-03-05
buuteeq,Series B,USA,advertising,16675000.0,7.0,2010.0,operating,2012-09-20
Pibidi Ltd,Angel,,web,1000000.0,,2008.0,operating,2008-03-01
Linkdex,Angel,GBR,search,800000.0,2.0,2009.0,operating,2010-02-04
GAP Miners,Angel,IND,web,500000.0,,2008.0,operating,2008-01-01
AdsIt,Series A,CHN,advertising,5000000.0,3.0,,operating,2007-11-29
"TurnHere, Inc.",Angel,USA,web,11750000.0,3.0,2005.0,operating,2012-06-01
NeoAccel,,USA,security,1315802.0,,,operating,2010-02-11
Intrinsity,Series A,USA,semiconductor,4000000.0,,2008.0,acquired,2010-02-12
Tunesat,Series A,USA,games_video,8200000.0,1.0,2007.0,operating,2013-03-22
Indigo Identityware,Series A,USA,security,3495746.0,1.0,2009.0,operating,2012-11-30
Somnus Therapeutics,Series A,USA,biotech,15000000.0,,,operating,2010-02-11
Zalicus,Series A,USA,biotech,8500000.0,,2000.0,ipo,2011-06-29
Trunkbow International Holdings,Series A,,mobile,5000000.0,1.0,2001.0,operating,2010-02-11
Netbyte Hosting,Series A,USA,network_hosting,2500000.0,,2005.0,closed,2009-12-01
BillFloat,Series C,USA,ecommerce,37000000.0,9.0,2009.0,operating,2013-01-17
Giantec Semiconductor,Series D+,CHN,semiconductor,15894431.0,,2009.0,operating,2011-09-15
Remove Page,Angel,,,555233.0,,,operating,2013-01-10
Yardsellr,Series A,USA,web,5750000.0,2.0,2009.0,operating,2010-11-22
Zoodles,Series A,USA,games_video,2600000.0,1.0,2008.0,operating,2010-05-12
Algebraix Data,Series A,USA,software,43772394.0,,2004.0,operating,2013-11-25
Tripsourcing,,,web,26065.0,,2009.0,closed,2009-07-01
Accruent,Series A,USA,enterprise,32000000.0,2.0,1995.0,operating,2013-11-25
Palamida,Series C,USA,security,18500000.0,3.0,2004.0,operating,2008-05-27
Toucan Global,Series A,,mobile,1600000.0,,,closed,2010-02-09
Talentag,Angel,USA,web,70000.0,3.0,2010.0,operating,2011-03-01
Betapond,Series A,GBR,advertising,4056930.0,3.0,2009.0,operating,2013-05-29
Workshare,Series A,USA,software,55171635.0,6.0,1998.0,operating,2012-09-12
NemeriX,Series C,CHE,semiconductor,53720000.0,6.0,2002.0,operating,2007-09-17
AppTrigger,Series C,USA,public_relations,21500000.0,4.0,2002.0,acquired,2007-12-13
China Risk Finance,Series B,CHN,software,21000000.0,3.0,,operating,2007-11-01
Adayana,Series A,USA,,20000000.0,1.0,2001.0,operating,2007-07-04
Verari Systems,Series C,USA,hardware,20000000.0,5.0,1996.0,closed,2007-06-05
Venture Infotek Global Private,Series A,IND,software,20000000.0,2.0,1997.0,acquired,2007-11-20
SiGe Semiconductor,Series A,CAN,semiconductor,28500000.0,11.0,1996.0,acquired,2007-05-30
Avieon,Angel,USA,semiconductor,750000.0,,2005.0,closed,2007-07-15
Kontera,Series A,USA,advertising,36139969.0,5.0,2003.0,operating,2013-07-25
MagMe,Angel,CAN,advertising,1000000.0,,2008.0,closed,2009-03-01
AmVac,Series A,CHE,biotech,2800000.0,1.0,2005.0,operating,2010-02-11
Quality Systems,Series A,USA,biotech,11394037.0,,1974.0,ipo,2011-04-11
MobileTag,Series A,FRA,mobile,29273200.0,4.0,2006.0,operating,2011-02-15
Bitauto Holdings,Series C,CHN,ecommerce,15000000.0,3.0,2000.0,operating,2007-12-01
Oco,Series C,USA,,10000000.0,1.0,,acquired,2007-01-30
Mformation Technologies,Series A,USA,software,29312993.0,10.0,1999.0,operating,2012-06-15
Photoways,Series A,FRA,,20820000.0,3.0,1999.0,operating,2007-07-19
Beyond.com,Series A,USA,,13500000.0,1.0,1998.0,operating,2007-03-27
ActiveSec,Series B,LTU,mobile,490000.0,,2006.0,operating,2010-03-01
SWYF,Angel,NLD,fashion,1145120.0,,2008.0,operating,2009-09-01
bunkersofa,Angel,JPN,software,20000.0,,2009.0,operating,2008-09-01
Virtual Paper,Series A,CAN,advertising,1275278.0,4.0,2006.0,operating,2011-11-04
Path,Series B,USA,mobile,43339867.0,38.0,2010.0,operating,2012-04-16
VivaReal,Series B,BRA,real_estate,20335000.0,15.0,2009.0,operating,2012-12-20
Accellion,Angel,USA,enterprise,13410901.0,1.0,1999.0,operating,2012-03-09
Monkeysee,Angel,USA,games_video,1000000.0,,,operating,2008-01-01
Andigilog,Series B,USA,semiconductor,18000000.0,7.0,1996.0,closed,2007-02-20
Simpli.fi,Series B,USA,advertising,22337902.0,3.0,2010.0,operating,2013-12-12
Angie's List,,USA,web,182600000.0,6.0,1995.0,ipo,2011-10-20
EnerVault,Series B,USA,cleantech,26000000.0,5.0,2008.0,operating,2012-02-23
Crowd Factory,Series A,USA,advertising,6500000.0,3.0,2009.0,acquired,2011-01-26
Engage,Series A,,web,5000000.0,3.0,,acquired,2006-07-12
PeopleCube,Series A,USA,software,17000000.0,2.0,1995.0,acquired,2007-09-20
Moonshoot,Series A,USA,web,6760000.0,2.0,2007.0,closed,2012-04-01
PositiveID,Angel,USA,security,5233210.0,,2009.0,operating,2013-01-18
SepSensor,,USA,other,3263734.0,,2003.0,closed,2012-03-29
Metatomix,,USA,enterprise,27101994.0,7.0,2000.0,acquired,2010-02-17
2DOLife.com,,USA,software,250000.0,,2011.0,operating,2013-11-10
Dataium,Series A,USA,analytics,148000.0,,2009.0,operating,2010-02-17
FidusNet,Series A,USA,,1100000.0,,2010.0,operating,2010-02-16
Questetra,Series A,JPN,software,1685122.0,,2008.0,operating,2009-06-29
Anobit Technologies,Series A,ISR,semiconductor,72000000.0,3.0,2006.0,acquired,2010-11-16
XMOS,Series A,GBR,semiconductor,31190000.0,4.0,2005.0,operating,2013-12-03
OptimalTest,Series B,ISR,software,30000000.0,3.0,2005.0,operating,2007-12-09
MicroEmissive Displays Group,Series A,GBR,semiconductor,35280600.0,4.0,1999.0,closed,2007-09-18
In2Games,Series A,GBR,games_video,15280000.0,1.0,2000.0,closed,2007-06-11
Certeon,Series A,USA,software,19000000.0,4.0,2003.0,closed,2012-05-01
Enflick,Angel,CAN,mobile,1000000.0,3.0,2009.0,operating,2011-10-19
Spredfast,Series A,USA,enterprise,31600000.0,3.0,2008.0,operating,2013-02-05
Tango Card,Series B,USA,enterprise,5925000.0,7.0,2009.0,operating,2013-04-19
Coupa Software,Series C,USA,enterprise,49000000.0,5.0,2006.0,operating,2012-05-10
echoecho,Angel,USA,mobile,1500000.0,4.0,2010.0,operating,2012-05-07
SkillSlate,Angel,USA,web,1100000.0,8.0,2009.0,acquired,2010-10-20
ThePort Network,Series B,USA,social,4600000.0,5.0,1999.0,operating,2009-12-02
SquareTrade,Series A,USA,hardware,247700000.0,10.0,1999.0,operating,2012-01-24
Articulate Technologies,,USA,medical,410000.0,,2007.0,operating,2010-02-12
AlterGeo,Series A,RUS,social,11000000.0,4.0,2008.0,operating,2011-06-09
Consult A Doctor,Series A,USA,health,5000000.0,,,acquired,2010-02-16
Elitecore Technologies,Series A,USA,software,10300000.0,1.0,,operating,2007-06-19
Tioga Pharmaceuticals,Series B,USA,biotech,52000000.0,5.0,2005.0,operating,2012-04-12
ecoATM,,USA,cleantech,71400000.0,7.0,2008.0,acquired,2013-02-06
Sino Credit Corporation,Series B,CHN,,10000000.0,2.0,,operating,2007-07-26
QuoVadis,Series A,BMU,web,15000000.0,1.0,1999.0,operating,2007-07-10
WiLinx,Series C,USA,semiconductor,15000000.0,1.0,2003.0,closed,2007-01-10
Eleutian Technology,Series A,USA,education,10000000.0,1.0,2006.0,operating,2010-02-18
Vettro,Series C,USA,software,15000000.0,1.0,1999.0,acquired,2007-03-01
moka5,Series A,USA,software,41956365.0,2.0,2005.0,operating,2011-11-18
VoluBill,Series C,FRA,software,29220000.0,6.0,2001.0,acquired,2007-09-25
Justinmind,Series A,USA,software,862000.0,1.0,2007.0,operating,2007-12-17
Vook,Series A,USA,enterprise,7750000.0,8.0,2009.0,operating,2011-01-18
Celona Technologies,Series A,GBR,software,19000000.0,6.0,2005.0,closed,2010-02-02
CVN Networks,Angel,CHN,consulting,7000.0,,2007.0,closed,2007-10-30
APX,Series A,NLD,other,14000000.0,1.0,1999.0,operating,2007-12-21
ShiftPlanning,Series A,USA,software,1050000.0,2.0,2010.0,operating,2012-08-07
LiteScape Technologies,Series B,USA,software,26500000.0,5.0,2003.0,operating,2007-08-06
Brijot Imaging Systems,Series A,USA,software,14000000.0,1.0,2002.0,acquired,2007-08-20
AdaptiveMobile,Series B,IRL,mobile,19670000.0,4.0,2003.0,operating,2007-06-07
Loggly,Series B,USA,enterprise,34222000.0,5.0,2009.0,operating,2013-09-03
EximSoft-Trianz,Series A,IND,software,14000000.0,1.0,1997.0,acquired,2007-01-16
Sportingo,Series A,ISR,web,3200000.0,1.0,2006.0,acquired,2007-10-01
Mobile Content Networks,Series B,USA,mobile,6000000.0,8.0,,operating,2007-01-22
51hejia.com,Series B,CHN,software,10000000.0,2.0,,operating,2007-07-26
Fallbrook Technologies,,USA,cleantech,136987897.0,5.0,1998.0,operating,2013-12-04
Gemvara,Series C,USA,ecommerce,45200000.0,4.0,2007.0,operating,2012-06-04
MarketMeSuite,Series A,USA,software,2550000.0,2.0,2009.0,operating,2013-09-11
Orbit Media,Angel,USA,mobile,500000.0,3.0,2010.0,operating,2010-01-01
