company,stage,country,sector,funding_amount,investors_count,founded_year,status,last_funding_date,estimated_revenue,capital_efficiency,monthly_burn,runway_months,traction_index,rule_of_40
WorldOne,Series A,USA,analytics,60000000.0,2.0,2000.0,operating,2013-04-03,18000000.0,0.3,2500000.0,12.0,0.5140546717195265,100.0
Mob.ly,Angel,USA,mobile,1100000.0,8.0,2007.0,acquired,2008-03-01,88000.0,0.08,61111.11111111111,9.0,1.877340871302511,79.0
iWeb Technologies,,CAN,network_hosting,33521974.0,6.0,1996.0,acquired,2008-08-27,6704394.800000001,0.2,1396748.9166666667,12.0,0.7665381868542435,55.0
TimeTrade Systems,Series A,USA,enterprise,12322500.0,2.0,2000.0,operating,2010-09-24,3696750.0,0.3,513437.5,12.0,0.4675357221702555,100.0
Mesmo.tv,Series A,GBR,games_video,900000.0,7.0,,operating,2007-10-01,270000.0,0.3,37500.0,12.0,18.320364634298706,100.0
TRUECar,Series A,USA,transportation,351600000.0,16.0,2005.0,operating,2013-12-12,105480000.0,0.3,14650000.0,12.0,7.505608150186255,100.0
Angstro,Angel,USA,software,225000.0,1.0,2007.0,acquired,2007-05-01,18000.0,0.08,12500.0,9.0,0.19697451399131902,79.0
SHOP.CA,Angel,CAN,ecommerce,26752221.0,4.0,2011.0,operating,2013-09-26,2140177.68,0.08,1486234.5,9.0,3.4724051714573085,79.0
Text A Cab,Angel,USA,transportation,50000.0,,2008.0,operating,2011-04-01,4000.0,0.08,2777.777777777778,9.0,0.20817911040674672,79.0
"Thru, Inc.",Series C,USA,software,14734000.0,11.0,2002.0,operating,2013-04-01,11787200.0,0.8,409277.77777777775,18.0,5.242646149115638,75.0
Golfsmith,,USA,,125000000.0,,,acquired,2013-09-18,25000000.0,0.2,5208333.333333333,12.0,2.3619801047132554,55.0
WeHostels,Angel,USA,travel,1200000.0,5.0,2011.0,acquired,2012-03-18,96000.0,0.08,66666.66666666667,9.0,3.5529224179380328,79.0
easyOwn.it,Angel,CHE,ecommerce,138000.0,5.0,2011.0,closed,2011-05-01,11040.0,0.08,7666.666666666667,9.0,3.002058069488133,79.0
Foodista,Series A,USA,hospitality,1300000.0,1.0,2008.0,operating,2010-04-08,390000.0,0.3,54166.666666666664,12.0,0.5255566508890437,100.0
Funny Or Die,Series A,USA,games_video,18000000.0,4.0,2007.0,operating,2008-12-23,5400000.0,0.3,750000.0,12.0,2.1151861989069034,100.0
FilterBoxx Water & Environmental,Series A,CAN,cleantech,9000000.0,2.0,,operating,2011-09-09,2700000.0,0.3,375000.0,12.0,6.105308955702424,100.0
Klatcher,Angel,USA,web,150000.0,,2008.0,closed,2007-12-13,12000.0,0.08,8333.333333333334,9.0,0.23056416181228725,79.0
Tweegee,Series A,ISR,games_video,3000000.0,,2008.0,operating,2008-05-01,900000.0,0.3,125000.0,12.0,0.5575051176091711,100.0
SoMoLend,Series A,USA,finance,5395000.0,6.0,2011.0,operating,2013-03-06,1618500.0,0.3,224791.66666666666,12.0,8.870835743261749,100.0
PlayerDuel,Series A,USA,mobile,21189.0,2.0,2011.0,closed,2012-06-13,6356.7,0.3,882.875,12.0,1.8905402069815824,100.0
Guavus,Series A,USA,analytics,80512816.0,7.0,2006.0,operating,2013-06-10,24153844.8,0.3,3354700.6666666665,12.0,3.465080790676929,100.0
Routehappy,Series A,USA,transportation,1835000.0,3.0,2011.0,operating,2012-09-05,550500.0,0.3,76458.33333333333,12.0,4.120270534191791,100.0
Telespree,,USA,software,1000000.0,,1998.0,operating,2010-12-30,200000.0,0.2,41666.666666666664,12.0,0.1050102490337073,55.0
Happy Inspector,Angel,USA,mobile,895000.0,2.0,2011.0,operating,2012-07-18,71600.0,0.08,49722.22222222222,9.0,1.3839234989911233,79.0
FoundValue,Series A,,web,4750000.0,1.0,2003.0,operating,2004-12-01,1425000.0,0.3,197916.66666666666,12.0,0.2813896645801495,100.0
Storymix Media,Series A,USA,photo_video,155000.0,,2011.0,operating,2013-01-17,46500.0,0.3,6458.333333333333,12.0,1.1291912102528028,100.0
Webvanta,Series A,USA,public_relations,1682618.0,1.0,2007.0,operating,2013-01-03,504785.39999999997,0.3,70109.08333333333,12.0,0.4441304244530506,100.0
Amrit Advanced Biotech,Series A,GBR,biotech,3242399.0,3.0,2007.0,operating,2009-10-01,972719.7,0.3,135099.95833333334,12.0,1.4196071504042154,100.0
LiveProcess Corp.,Series A,USA,software,1616176.0,,2004.0,operating,2012-01-24,484852.8,0.3,67340.66666666667,12.0,0.2911378437780728,100.0
uSamp,Series C,USA,web,29540000.0,4.0,2008.0,operating,2013-07-15,23632000.0,0.8,820555.5555555555,18.0,4.36882450405736,75.0
artandseek,Angel,USA,other,50000.0,,2007.0,closed,2007-06-27,4000.0,0.08,2777.777777777778,9.0,0.1714355907879032,79.0
Aver Informatics,Angel,USA,analytics,2475000.0,20.0,2010.0,operating,2013-03-29,198000.0,0.08,137500.0,9.0,9.986609481641706,79.0
Rubicon Project,Series A,USA,advertising,60000000.0,12.0,2007.0,operating,2010-11-01,18000000.0,0.3,2500000.0,12.0,6.830094820029614,100.0
Weight Wins,Angel,GBR,medical,952578.0,,2008.0,operating,2011-09-12,76206.24,0.08,52921.0,9.0,0.2682294869374722,79.0
Intela,,USA,advertising,13250000.0,3.0,2006.0,acquired,2012-08-09,2650000.0,0.2,552083.3333333334,12.0,0.882768818232987,55.0
Spare Change Payments,Angel,USA,web,509412.0,,2008.0,acquired,2008-01-01,40752.96,0.08,28300.666666666668,9.0,0.2554760007668687,79.0
NYX Interactive,Series A,SWE,games_video,7385500.0,1.0,2006.0,operating,2008-08-28,2215650.0,0.3,307729.1666666667,12.0,0.41929358706615966,100.0
Picateers,Series B,USA,web,12100000.0,1.0,2005.0,closed,2008-08-25,6050000.0,0.5,403333.3333333333,15.0,0.5069404159790052,90.0
SailPoint Technologies,,USA,enterprise,25830908.0,4.0,2005.0,operating,2013-11-29,5166181.600000001,0.2,1076287.8333333333,12.0,1.0744512258307204,55.0
Moozey,Angel,DEU,mobile,109018.0,,2008.0,operating,2008-08-01,8721.44,0.08,6056.555555555556,9.0,0.22406180525513866,79.0
Socure,Series A,USA,security,1700000.0,,2012.0,operating,2013-09-13,510000.0,0.3,70833.33333333333,12.0,2.728155787692602,100.0
Bitcasa,Series A,USA,enterprise,19500000.0,7.0,2011.0,operating,2013-11-11,5850000.0,0.3,812500.0,12.0,11.210440977465433,100.0
Divas Diamond,Angel,TUR,ecommerce,900000.0,,2011.0,operating,2011-09-12,72000.0,0.08,50000.0,9.0,0.6861045314214962,79.0
Red Seraphim,,USA,games_video,50000.0,,,operating,2011-12-01,10000.0,0.2,2083.3333333333335,12.0,1.3655999784003165,55.0
BubbleLife Media,Series A,USA,advertising,50000.0,,2008.0,operating,2012-11-13,15000.0,0.3,2083.3333333333335,12.0,0.40108258840567496,100.0
Ascension Orthopedics,Series A,USA,biotech,18664050.0,,1996.0,acquired,2011-07-20,5599215.0,0.3,777668.75,12.0,0.17584285003422465,100.0
Whiskey Media,Series A,USA,web,4000000.0,1.0,2007.0,acquired,2009-12-31,1200000.0,0.3,166666.66666666666,12.0,0.4716995632405855,100.0
Team Robot,Series A,,games_video,25000.0,,2010.0,operating,2011-03-01,7500.0,0.3,1041.6666666666667,12.0,0.6325233762751822,100.0
TurnTide,Series A,,,750000.0,1.0,,acquired,2003-01-01,225000.0,0.3,31250.0,12.0,2.571839961640198,100.0
Balluun,Series B,USA,ecommerce,8700000.0,1.0,2009.0,operating,2013-07-23,4350000.0,0.5,290000.0,15.0,1.0051578315120075,90.0
FitnessKeeper,Series B,USA,health,11510000.0,7.0,2008.0,operating,2011-11-21,5755000.0,0.5,383666.6666666667,15.0,5.785184190961387,90.0
VoodooVox,Series A,USA,mobile,9650000.0,5.0,2002.0,acquired,2013-02-08,2895000.0,0.3,402083.3333333333,12.0,1.3841344155072117,100.0
CampaignerCRM,Series A,USA,software,8000000.0,3.0,2004.0,operating,2010-01-27,2400000.0,0.3,333333.3333333333,12.0,0.9998167430593042,100.0
ClickN KIDS,Series A,USA,education,4000000.0,,2003.0,operating,2013-07-03,1200000.0,0.3,166666.66666666666,12.0,0.27810693502182565,100.0
Cignis,Angel,NOR,enterprise,20000.0,,2007.0,operating,2007-06-01,1600.0,0.08,1111.111111111111,9.0,0.15587716361953285,79.0
Tremor Video,Series A,USA,advertising,116400000.0,10.0,2005.0,ipo,2011-09-12,34920000.0,0.3,4850000.0,12.0,4.422439045475881,100.0
StickyADStv,Series B,FRA,advertising,5694085.0,2.0,2009.0,operating,2013-05-28,2847042.5,0.5,189802.83333333334,15.0,1.9686152855661263,90.0
TapRush,Angel,USA,mobile,1200000.0,,2011.0,operating,2011-02-01,96000.0,0.08,66666.66666666667,9.0,0.7007588777425553,79.0
Image Space Media,Series A,USA,advertising,3915000.0,3.0,2008.0,acquired,2010-12-30,1174500.0,0.3,163125.0,12.0,1.7275898574246737,100.0
Moviecom.tv,Angel,GBR,games_video,811057.0,,2007.0,operating,2010-01-01,64884.560000000005,0.08,45058.72222222222,9.0,0.21874664896964277,79.0
AppAddictive,Angel,USA,advertising,1200000.0,2.0,,operating,2012-01-19,96000.0,0.08,66666.66666666667,9.0,2.8398815328891636,79.0
TapnScrap,Angel,USA,mobile,15000.0,1.0,2010.0,operating,2010-02-12,1200.0,0.08,833.3333333333334,9.0,0.3142667703313405,79.0
AI Exchange,Series A,USA,finance,1500000.0,4.0,,operating,2011-09-13,450000.0,0.3,62500.0,12.0,10.853833179741562,100.0
JetSuite,Series A,USA,transportation,7000000.0,,,operating,2011-09-13,2100000.0,0.3,291666.6666666667,12.0,2.9985067201259272,100.0
RF Surgical Systems,Angel,USA,medical,12120000.0,3.0,,operating,2013-01-04,969600.0,0.08,673333.3333333334,9.0,4.97275802311576,79.0
AM-Pharma,Series C,NLD,biotech,39843400.0,4.0,,operating,2011-09-13,31874720.0,0.8,1106761.111111111,18.0,22.27429174624325,75.0
CURRENT,Series A,USA,software,13000000.0,3.0,,operating,2011-09-13,3900000.0,0.3,541666.6666666666,12.0,9.374835749449296,100.0
The Rainmaker Group,Series A,USA,software,42800000.0,2.0,,operating,2012-10-30,12840000.0,0.3,1783333.3333333333,12.0,6.701037433690332,100.0
Arrien Pharmaceuticals,Series A,USA,biotech,2000000.0,,,operating,2011-09-13,600000.0,0.3,83333.33333333333,12.0,2.7592005881596267,100.0
Kwestr,Angel,CHN,web,57000.0,7.0,2010.0,operating,2011-09-13,4560.0,0.08,3166.6666666666665,9.0,2.590912025259156,79.0
CondoDomain,Angel,USA,web,250000.0,,2005.0,acquired,2005-06-01,20000.0,0.08,13888.888888888889,9.0,0.14600213349499042,79.0
CrushBlvd,Series A,USA,social,100000.0,,2011.0,operating,2011-01-01,30000.0,0.3,4166.666666666667,12.0,1.0873328958813873,100.0
Abbott Labs,,USA,biotech,100000.0,,1991.0,ipo,2011-03-15,20000.0,0.2,4166.666666666667,12.0,0.054361320159607096,55.0
gis.to,Angel,USA,web,2454.0,,2010.0,operating,2011-07-01,196.32,0.08,136.33333333333334,9.0,0.2527886831358942,79.0
SnapLayout,Series A,USA,network_hosting,650000.0,1.0,,closed,2007-05-01,195000.0,0.3,27083.333333333332,12.0,2.544504455855018,100.0
Big Stage,Series B,USA,web,10600000.0,3.0,2008.0,acquired,2009-04-14,5300000.0,0.5,353333.3333333333,15.0,2.459759921940762,90.0
M-Files,Series A,USA,software,7843200.0,2.0,2001.0,operating,2013-04-30,2352960.0,0.3,326800.0,12.0,0.4931371641030828,100.0
Emerge Studio,Angel,ZAF,software,100000.0,1.0,2010.0,operating,2009-02-26,8000.0,0.08,5555.555555555556,9.0,0.3786921804937574,79.0
Brightblue,Series A,GBR,software,2309232.0,,2000.0,operating,2003-01-01,692769.6,0.3,96218.0,12.0,0.20302149339219344,100.0
Confabb,Angel,USA,web,200000.0,,2006.0,closed,2007-08-01,16000.0,0.08,11111.111111111111,9.0,0.1653664981558466,79.0
Punchh,Series A,USA,mobile,4000000.0,5.0,2010.0,operating,2013-08-15,1200000.0,0.3,166666.66666666666,12.0,4.827533698162683,100.0
meQuilibrium,Series A,USA,health,2300000.0,2.0,,operating,2011-09-14,690000.0,0.3,95833.33333333333,12.0,5.5840785835008795,100.0
EnerTrac,Series A,USA,manufacturing,5200000.0,4.0,2006.0,operating,2013-07-18,1560000.0,0.3,216666.66666666666,12.0,1.6757219621838022,100.0
Ocision,Angel,MYS,web,1600000.0,2.0,2010.0,operating,2011-11-01,128000.0,0.08,88888.88888888889,9.0,0.9579783011869238,79.0
Nerd Attack,Angel,MYS,mobile,35000.0,1.0,2010.0,operating,2011-03-01,2800.0,0.08,1944.4444444444443,9.0,0.3430406552833075,79.0
Milk A Deal,Angel,MYS,web,165000.0,1.0,2011.0,operating,2011-06-01,13200.0,0.08,9166.666666666666,9.0,0.5996884569283698,79.0
Long Tail,Angel,MYS,mobile,20000.0,1.0,2006.0,operating,2006-01-01,1600.0,0.08,1111.111111111111,9.0,0.13185442491584043,79.0
Surphace,Series B,USA,web,3500000.0,11.0,2005.0,acquired,2006-05-01,1750000.0,0.5,116666.66666666667,15.0,5.264751475324457,90.0
Base79,Series A,GBR,advertising,14345753.0,2.0,2007.0,operating,2012-11-13,4303725.899999999,0.29999999999999993,597739.7083333334,12.0,1.0370032797061737,100.0
AccuNostics,Series A,GBR,medical,6321095.0,2.0,2008.0,operating,2011-09-15,1896328.5,0.3,263378.9583333333,12.0,1.1842384064064533,100.0
RayV,Series A,USA,games_video,16030566.0,3.0,2005.0,operating,2010-04-29,4809169.8,0.3,667940.25,12.0,1.1761183635903596,100.0
Mimosa Systems,Series A,USA,software,53816776.0,7.0,2003.0,acquired,2010-01-12,16145032.799999999,0.3,2242365.6666666665,12.0,2.368007034700339,100.0
Collective Bias,Series A,USA,social,11000000.0,2.0,2009.0,operating,2013-04-02,3300000.0,0.3,458333.3333333333,12.0,1.5362820598530562,100.0
Pingup,Series A,USA,web,4000000.0,1.0,2010.0,operating,2012-11-20,1200000.0,0.3,166666.66666666666,12.0,0.9556811337874851,100.0
Motorator,Angel,USA,ecommerce,160000.0,,2007.0,operating,2007-12-01,12800.0,0.08,8888.888888888889,9.0,0.19118565103698812,79.0
Billfish Software,Angel,USA,enterprise,500000.0,1.0,2007.0,operating,2010-10-15,40000.0,0.08,27777.777777777777,9.0,0.21053300956791038,79.0
orderbolt,Angel,USA,software,48501.0,4.0,2011.0,operating,2012-01-22,3880.08,0.08,2694.5,9.0,2.1861270784254287,79.0
Anagran,Series C,USA,network_hosting,22600000.0,4.0,2004.0,operating,2008-09-15,18080000.0,0.8,627777.7777777778,18.0,2.383773471018109,75.0
DebtMarket,Series C,,finance,4046884.0,1.0,2007.0,acquired,2011-03-03,3237507.2,0.8,112413.44444444444,18.0,0.7949722649595574,75.0
Fancorps,Angel,USA,network_hosting,100000.0,1.0,2005.0,operating,2007-06-01,8000.0,0.08,5555.555555555556,9.0,0.13433331311871266,79.0
Uptake,Series B,USA,web,14000000.0,3.0,2008.0,acquired,2008-09-18,7000000.0,0.5,466666.6666666667,15.0,2.5022744368918444,90.0
Niveus Medical,,USA,biotech,2365000.0,4.0,2008.0,operating,2013-08-02,473000.0,0.2,98541.66666666667,12.0,1.482920065765711,55.0
Gamerizon Studio,Series A,CAN,games_video,5000000.0,2.0,,operating,2011-09-15,1500000.0,0.3,208333.33333333334,12.0,5.8807477949139,100.0
Cellogic,Angel,ISR,mobile,750000.0,2.0,2010.0,operating,2008-01-01,60000.0,0.08,41666.666666666664,9.0,0.9065169149857789,79.0
Richard Pauer - 3P,Series A,SVK,ecommerce,4500000.0,,1996.0,operating,2009-01-01,1350000.0,0.3,187500.0,12.0,0.15985850173421,100.0
FanIQ,,USA,sports,1008401.0,1.0,2006.0,operating,2010-05-07,201680.2,0.2,42016.708333333336,12.0,0.23921073990951428,55.0
Greenphire,Series B,USA,software,5806037.0,1.0,2007.0,operating,2012-10-09,2903018.5,0.5,193534.56666666668,14.999999999999998,0.648843595403547,90.0
Zkatter,Series A,GBR,mobile,1500000.0,1.0,2008.0,operating,2008-01-01,450000.0,0.3,62500.0,12.0,0.5310237520460797,100.0
YouCaring,Angel,USA,nonprofit,100000.0,,2011.0,operating,2012-02-01,8000.0,0.08,5555.555555555556,9.0,0.5741792743937932,79.0
Reputation.com,Series A,USA,web,67650000.0,11.0,2006.0,operating,2013-03-01,20295000.0,0.3,2818750.0,12.0,5.399893470889781,100.0
Personalis,Series B,USA,biotech,42000000.0,3.0,2011.0,operating,2013-10-07,21000000.0,0.5,1400000.0,15.0,6.693828817042968,90.0
ConnectSolutions,Series A,USA,enterprise,10000000.0,,2007.0,operating,2013-01-10,3000000.0,0.3,416666.6666666667,12.0,0.5008716141812798,100.0
K2 Media,Series A,USA,finance,7500000.0,,,operating,2012-03-15,2250000.0,0.3,312500.0,12.0,3.011685922915279,100.0
Hoppit,Angel,USA,search,500000.0,4.0,2011.0,acquired,2012-07-01,40000.0,0.08,27777.777777777777,9.0,2.661498195184381,79.0
Cocrystal Discovery,Series A,USA,biotech,7500000.0,1.0,,operating,2011-09-15,2250000.0,0.3,312500.0,12.0,3.011685922915279,100.0
West World Media,Series A,USA,news,22500000.0,1.0,2007.0,operating,2011-09-16,6750000.0,0.3,937500.0,12.0,0.5266892905517749,100.0
Polyvore,Series C,USA,web,22100000.0,7.0,2007.0,operating,2012-01-23,17680000.0,0.8,613888.8888888889,18.0,6.2690538141387195,75.0
3scale,Series D+,ESP,enterprise,5000000.0,5.0,2007.0,operating,2013-04-24,5000000.0,1.0,138888.88888888888,18.0,4.898576161210531,75.0
TravelTriangle,Angel,IND,travel,200000.0,1.0,2011.0,operating,2012-06-01,16000.0,0.08,11111.111111111111,9.0,0.6094877618112486,79.0
COGEON,Angel,DEU,education,296384.0,,2009.0,operating,2011-01-20,23710.72,0.08,16465.777777777777,9.0,0.3086210879817955,79.0
Nomadesk,Series B,USA,enterprise,11298100.0,5.0,2004.0,operating,2010-10-29,5649050.0,0.5,376603.3333333333,15.0,2.2856705455568607,90.0
Xtium,Series A,USA,enterprise,15500000.0,1.0,2004.0,operating,2013-10-09,4650000.0,0.3,645833.3333333334,12.0,0.33912225465684076,100.0
Buck,Series A,USA,mobile,6865000.0,3.0,2007.0,operating,2011-06-21,2059500.0,0.3,286041.6666666667,12.0,1.4912523581438182,100.0
HipWay,Series A,RUS,travel,2750000.0,12.0,2010.0,operating,2011-10-19,825000.0,0.3,114583.33333333333,12.0,11.316975907444991,100.0
Spectrum Bridge,Series B,USA,network_hosting,23326001.0,5.0,2007.0,operating,2011-09-13,11663000.5,0.5,777533.3666666667,15.0,3.588512209178106,90.0
Rootstock Software,Series B,USA,software,6545000.0,,2008.0,operating,2013-12-08,3272500.0,0.5,218166.66666666666,15.0,0.7871714146559239,90.0
MVP  Vault,Angel,USA,sports,100000.0,,2011.0,operating,2011-03-01,8000.0,0.08,5555.555555555556,9.0,0.5741792743937932,79.0
360pi,Series A,CAN,software,4100000.0,2.0,2007.0,operating,2013-08-18,1230000.0,0.3,170833.33333333334,12.0,0.9572534167480948,100.0
Pressmart,Series A,USA,web,6000000.0,2.0,,operating,2008-09-04,1800000.0,0.3,250000.0,12.0,5.950402897479453,100.0
Lolapps,Series A,USA,web,4000000.0,3.0,2008.0,acquired,2008-09-05,1200000.0,0.3,166666.66666666666,12.0,1.730051646662525,100.0
Stylesight,Series B,USA,fashion,26000006.0,3.0,2004.0,operating,2010-03-02,13000003.0,0.5,866666.8666666667,15.0,1.4372496034267868,90.0
Roses & Rye,Angel,USA,ecommerce,700000.0,,2011.0,operating,2011-10-01,56000.0,0.08,38888.88888888889,9.0,0.6733027303355953,79.0
Shiram Credit,Series A,IND,finance,15000000.0,1.0,,operating,2011-09-18,4500000.0,0.3,625000.0,12.0,3.1440927507307355,100.0
iContact,Series B,USA,messaging,53350000.0,4.0,2003.0,acquired,2010-08-30,26675000.0,0.5,1778333.3333333333,15.0,1.800384055904725,90.0
Credorax,Series D+,USA,ecommerce,40000000.0,3.0,2008.0,operating,2013-08-27,40000000.0,1.0,1111111.111111111,18.0,4.000200454161461,75.0
LooseHead Software,Angel,USA,mobile,500000.0,,2004.0,operating,2007-01-01,40000.0,0.08,27777.777777777777,9.0,0.1362613372765022,79.0
Geodelic Systems,Series A,USA,mobile,10500000.0,4.0,2008.0,closed,2010-09-23,3150000.0,0.3,437500.0,12.0,2.458311397928667,100.0
"LeadSpend, Inc.",Angel,USA,messaging,250000.0,3.0,2008.0,operating,2011-08-01,20000.0,0.08,13888.888888888889,9.0,0.7474818685399481,79.0
Inuvo,Series A,USA,advertising,4200000.0,5.0,2009.0,ipo,2010-01-19,1260000.0,0.3,175000.0,12.0,3.6292298063181363,100.0
Positive Networks,Series C,USA,,2350000.0,2.0,,acquired,2007-09-25,1880000.0,0.8,65277.77777777778,18.0,9.3286795534593,75.0
23andMe,Series C,USA,biotech,160549892.0,10.0,2006.0,operating,2012-12-21,128439913.60000001,0.8,4459719.222222222,18.0,8.581061864382145,75.0
Connectbeam,Series A,USA,software,3500000.0,1.0,2005.0,operating,2007-07-17,1050000.0,0.3,145833.33333333334,12.0,0.3475157301457838,100.0
YuMe,Series A,USA,advertising,72900000.0,11.0,2004.0,ipo,2012-05-23,21870000.0,0.3,3037500.0,12.0,4.21463781795009,100.0
LogoGarden,Series A,USA,software,2000000.0,1.0,2011.0,operating,2011-12-01,600000.0,0.3,83333.33333333333,12.0,1.3734592904266563,100.0
Bixti.com,Angel,ARG,ecommerce,20000.0,,2010.0,acquired,2011-09-01,1600.0,0.08,1111.111111111111,9.0,0.32403633454537994,79.0
SaaSMAX,Series A,,software,200000.0,,2011.0,operating,2011-03-15,60000.0,0.3,8333.333333333334,12.0,1.153536309789116,100.0
Wabeebwa,Angel,USA,web,5000.0,,2011.0,closed,2011-08-17,400.0,0.08,277.77777777777777,9.0,0.42157853063631656,79.0
Top10.com,Angel,GBR,travel,4400000.0,4.0,2011.0,operating,2013-07-16,352000.0,0.08,244444.44444444444,9.0,3.104620209946565,79.0
Fusion Garage,Series B,,hardware,6500000.0,,2008.0,closed,2010-11-12,3250000.0,0.5,216666.66666666666,15.0,0.7868199725433961,90.0
Kidos,Angel,USA,games_video,200000.0,,2011.0,operating,2009-04-01,16000.0,0.08,11111.111111111111,9.0,0.6094877618112486,79.0
GlucoTec,Series A,,software,10370000.0,2.0,,closed,2011-09-19,3111000.0,0.3,432083.3333333333,12.0,6.1594418950881415,100.0
Taglocity,Angel,CAN,enterprise,1200000.0,,2007.0,operating,2007-01-10,96000.0,0.08,66666.66666666667,9.0,0.2253982877099756,79.0
AdReady,Series A,USA,advertising,17807000.0,5.0,2006.0,acquired,2012-06-19,5342100.0,0.3,741958.3333333334,12.0,2.265677322745616,100.0
Helpstream,Series B,USA,web,8600000.0,2.0,2004.0,operating,2008-02-28,4300000.0,0.5,286666.6666666667,14.999999999999998,0.8914546259522889,90.0
Treemo Labs,Series A,USA,mobile,2550000.0,1.0,2005.0,operating,2007-10-01,765000.0,0.3,106250.0,12.0,0.33995434570748595,100.0
Mochi Media,Series B,USA,advertising,14000000.0,2.0,2005.0,acquired,2008-06-18,7000000.0,0.5,466666.6666666667,15.0,1.0354498444429185,90.0
MeeVee,Series C,USA,games_video,25000000.0,6.0,2000.0,acquired,2007-09-01,20000000.0,0.8,694444.4444444445,18.0,2.490759557747325,75.0
Eloqua,Series C,USA,enterprise,35800000.0,3.0,1999.0,acquired,2007-10-01,28640000.0,0.8,994444.4444444445,18.0,1.1743411859842896,75.0
Gamelet,Angel,TWN,games_video,220000.0,,2008.0,operating,,17600.0,0.08,12222.222222222223,9.0,0.23836791691598302,79.0
Plastyc,Series B,USA,finance,2000000.0,1.0,2006.0,operating,2011-02-06,1000000.0,0.5,66666.66666666667,14.999999999999998,0.515619439449103,90.0
Penguin Computing,Series C,USA,software,16330000.0,4.0,1998.0,operating,2011-04-20,13064000.0,0.8,453611.1111111111,18.0,1.397763700288964,75.0
Chegg,Series A,USA,education,252303692.0,12.0,2005.0,ipo,2012-04-01,75691107.6,0.3,10512653.833333334,12.0,5.531046240033434,100.0
Xactly Corp,Series A,USA,analytics,73870000.0,9.0,2005.0,operating,2012-10-01,22161000.0,0.3,3077916.6666666665,12.0,3.8812461468169026,100.0
Xinhua Travel,Series A,,travel,23000000.0,1.0,,operating,2011-09-19,6900000.0,0.3,958333.3333333334,12.0,3.2257442493723634,100.0
Ancestry,Series A,USA,ecommerce,333200000.0,6.0,1983.0,ipo,2010-08-01,99960000.0,0.3,13883333.333333334,12.0,0.7374534667323549,100.0
i.TV,Series A,USA,games_video,9197854.0,1.0,2008.0,operating,2013-12-09,2759356.1999999997,0.3,383243.9166666667,12.0,0.6003078702380573,100.0
TrustYou,Series A,DEU,hospitality,5000000.0,1.0,,operating,2011-09-20,1500000.0,0.3,208333.33333333334,12.0,2.934232893803793,100.0
Hangout Industries,,USA,games_video,12000000.0,2.0,2005.0,operating,2010-03-30,2400000.0,0.2,500000.0,12.0,0.5066762060617426,55.0
Simpirica Spine,Series C,USA,medical,22000000.0,3.0,2006.0,operating,2011-09-20,17600000.0,0.8,611111.1111111111,18.0,2.2945286799323985,75.0
Expensify,Series A,USA,software,6700000.0,4.0,2008.0,operating,2010-09-07,2010000.0,0.3,279166.6666666667,12.0,2.389655139357327,100.0
Blurb,,USA,ecommerce,21550000.0,3.0,2005.0,operating,2008-10-13,4310000.0,0.2,897916.6666666666,12.0,0.7941147841714717,55.0
Pixelpipe,Series A,USA,mobile,2300000.0,2.0,2008.0,closed,2011-04-25,690000.0,0.3,95833.33333333333,12.0,1.1069901108551246,100.0
BuildingLayer,Angel,USA,software,20000.0,2.0,2011.0,operating,2011-06-01,1600.0,0.08,1111.111111111111,9.0,0.9966730182487683,79.0
Scripped,Angel,USA,software,700000.0,1.0,2007.0,operating,2011-11-29,56000.0,0.08,38888.88888888889,9.0,0.2162462385743223,79.0
Meridian,Series A,USA,enterprise,1975000.0,3.0,2011.0,acquired,2012-08-30,592500.0,0.3,82291.66666666667,12.0,4.141337636975838,100.0
The Climate Corporation,Series C,USA,cleantech,108900000.0,17.0,2006.0,acquired,2012-06-14,87120000.0,0.8,3025000.0,18.0,14.296270923793362,75.0
InnerRewards,Angel,USA,ecommerce,1000000.0,,2008.0,operating,2008-12-11,80000.0,0.08,55555.555555555555,9.0,0.2692194079097375,79.0
RuffWire,Series A,USA,social,600000.0,,2005.0,operating,2012-06-18,180000.0,0.3,25000.0,12.0,0.3054050540834111,100.0
IGAWorks,Series B,KOR,advertising,5000000.0,4.0,2006.0,operating,2012-06-01,2500000.0,0.5,166666.66666666666,15.0,2.2326817268728147,90.0
BaseKit Platform,Series A,GBR,web,9100000.0,4.0,2008.0,operating,2011-03-29,2730000.0,0.3,379166.6666666667,12.0,2.436442993300524,100.0
Finjan,Series A,USA,enterprise,32000000.0,5.0,1996.0,acquired,2013-11-25,9600000.0,0.3,1333333.3333333333,12.0,0.95863267114303,100.0
Automattic,Series B,USA,web,30600000.0,9.0,2005.0,operating,2008-01-01,15300000.0,0.5,1020000.0,15.0,4.926564497696074,90.0
Evgen,Series A,GBR,biotech,712671.0,2.0,,operating,2012-07-25,213801.3,0.3,29694.625,12.0,5.1364572459780815,100.0
Pricing Engine,Series A,USA,advertising,1725000.0,3.0,2011.0,operating,2013-03-27,517500.0,0.3,71875.0,12.0,4.1025577377431235,100.0
Aventura HQ,Series A,USA,software,19449781.0,3.0,2007.0,operating,2013-07-11,5834934.3,0.3,810407.5416666666,12.0,1.5907178425688833,100.0
Platial,Series A,USA,network_hosting,3400000.0,7.0,,closed,2007-02-01,1020000.0,0.3,141666.66666666666,12.0,20.0976303523943,100.0
